species
Abarema macradenia
Pleopeltis mexicana
Pleopeltis michauxiana
Pleopeltis muenchii
Pleopeltis plebeia
Pleopeltis polylepis
Pleopeltis polypodioides
Pleopeltis sanctae-rosae
Pleopeltis squamata
Pleopeltis thyssanolepis
Pleradenophora bilocularis
Pleradenophora tuerckheimiana
Pleroma heteromalla
Pleroma mexicanum
Pleroma rufipile
Pleroma semidecandrum
Pleroma tibouchinum
Pleuranthodendron lindenii
Pleuricospora fimbriolata
Pleuridium acuminatum
Pleuridium subulatum
Pleurochaete luteola
Pleurochaete squarrosa
Pleurocoronis laphamioides
Pleurocoronis pluriseta
Pleuropetalum pleiogynum
Pleuropogon californicus
Pleuropogon refractus
Pleurotaenium coronatum
Pleurotaenium ehrenbergii
Pleurotaenium maximum
Pleurotaenium nodosum
Pleurotaenium trabecula
Pleurothallis bivalvis
Pleurothallis cardiothallis
Pleurothallis correllii
Pleurothallis dorotheae
Pleurothallis homalantha
Pleurothallis palliolata
Pleurothallis pansamalae
Pleurothallis pruinosa
Pleurothallis rowleei
Pleurothallis sanchoi
Pleurothallopsis ujarensis
Pleurothyrium golfodulcense
Pleurozia purpurea
Pleurozium schreberi
Plinia cauliflora
Plocamium cartilagineum
Plocamium violaceum
Plocosperma buxifolium
Pluchea baccharis
Pluchea camphorata
Pluchea carolinensis
Pluchea foetida
Pluchea indica
Pluchea longifolia
Pluchea odorata
Pluchea salicifolia
Pluchea sericea
Pluchea yucatanensis
Plumbago auriculata
Plumbago pulchella
Plumbago zeylanica
Plumeria alba
Plumeria obtusa
Plumeria pudica
Plumeria rubra
Plumeria subsessilis
Plumeria tuberculata
Poa alpigena
Poa alpina
Poa alsodes
Poa angustifolia
Poa annua
Poa arachnifera
Poa arctica
Poa autumnalis
Poa bigelovii
Poa bulbosa
Poa cita
Poa compressa
Poa cusickii
Poa cuspidata
Poa douglasii
Poa fendleriana
Poa glauca
Poa infirma
Poa juncifolia
Poa macrantha
Poa nemoralis
Poa paludigena
Poa palustris
Poa pratensis
Poa saltuensis
Poa secunda
Poa sylvestris
Poa trivialis
Poa unilateralis
Poa wheeleri
Podachaenium eminens
Podandrogyne decipiens
Podistera eastwoodiae
Podistera macounii
Podocarpus coriaceus
Podocarpus guatemalensis
Podocarpus macrophyllus
Podocarpus totara
Podophyllum peltatum
Podopterus cordifolius
Podopterus mexicanus
Podostemum ceratophyllum
Podranea ricasoliana
Poeppigia procera
Pogogyne serpylloides
Pogogyne zizyphoroides
Pogonatum brachyphyllum
Pogonatum contortum
Pogonatum dentatum
Pogonatum pensilvanicum
Pogonatum urnigerum
Pogonia ophioglossoides
Pohlia cruda
Pohlia nutans
Pohlia wahlenbergii
Poikilacanthus macranthus
Poitea florida
Poitea galegoides
Polanisia dodecandra
Polanisia erosa
Polanisia jamesii
Polanisia tenuifolia
Polanisia uniglandulosa
Polaskia chende
Polaskia chichipe
Polemonium acutiflorum
Polemonium boreale
Polemonium brandegeei
Polemonium caeruleum
Polemonium californicum
Polemonium carneum
Polemonium confertum
Polemonium eddyense
Polemonium elegans
Polemonium eximium
Polemonium foliosissimum
Polemonium micranthum
Polemonium nevadense
Polemonium occidentale
Polemonium pauciflorum
Polemonium pulcherrimum
Polemonium reptans
Polemonium villosissimum
Polemonium viscosum
Poliomintha bustamanta
Poliomintha incana
Poliomintha longiflora
Poliomintha marifolia
Polyalthia longifolia
Polycarpon tetraphyllum
Polyclathra cucumerina
Polyctenium fremontii
Polygala alba
Polygala ambigua
Polygala aparinoides
Polygala balduinii
Polygala baldwinii
Polygala boykinii
Polygala brevifolia
Polygala chapmanii
Polygala crenata
Polygala cruciata
Polygala curtissii
Polygala cymosa
Polygala dalmaisiana
Polygala fruticosa
Polygala glochidiata
Polygala hecatantha
Polygala hemipterocarpa
Polygala hookeri
Polygala hygrophila
Polygala incarnata
Polygala leptostachys
Polygala longicaulis
Polygala lutea
Polygala magdalenae
Polygala mariana
Polygala myrtifolia
Polygala nana
Polygala nuttallii
Polygala paniculata
Polygala polygama
Polygala ramosa
Polygala rugelii
Polygala sanguinea
Polygala scoparioides
Polygala senega
Polygala setacea
Polygala tenella
Polygala verticillata
Polygala xanti
Polygaloides paucifolia
Polygonatum biflorum
Polygonatum multiflorum
Polygonatum odoratum
Polygonatum pubescens
Polygonella americana
Polygonella articulata
Polygonella ciliata
Polygonella gracilis
Polygonella macrophylla
Polygonella polygama
Polygonella robusta
Polygonum achoreum
Polygonum arenastrum
Polygonum aviculare
Polygonum bolanderi
Polygonum californicum
Polygonum douglasii
Polygonum engelmannii
Polygonum erectum
Polygonum fowleri
Polygonum glaucum
Polygonum kelloggii
Polygonum minimum
Polygonum nuttallii
Polygonum paronychia
Polygonum polygaloides
Polygonum ramosissimum
Polygonum sawatchense
Polygonum shastense
Polygonum spergulariiforme
Polygonum tenue
Polyides rotunda
Polymnia canadensis
Polymnia johnbeckii
Polymnia laevigata
Polyneura latissima
Polypodium amorphum
Polypodium appalachianum
Polypodium californicum
Polypodium calirhiza
Polypodium fraternum
Polypodium glycyrrhiza
Polypodium hesperium
Polypodium pellucidum
Polypodium plesiosorum
Polypodium rhodopleuron
Polypodium saximontanum
Polypodium scouleri
Polypodium sibiricum
Polypodium virginianum
Polypodium vulgare
Polypogon australis
Polypogon interruptus
Polypogon monspeliensis
Polypogon viridis
Polypremum procumbens
Polyscias fruticosa
Polyscias guilfoylei
Polyscias racemosa
Polyscias scutellaria
Polysiphonia brodiei
Polysiphonia hendryi
Polysiphonia pacifica
Polysiphonia paniculata
Polysiphonia stricta
Polystachya concreta
Polystachya foliosa
Polystemma cordifolium
Polystemma guatemalense
Polystemma mirandae
Polystemma viridiflorum
Polystichum acrostichoides
Polystichum andersonii
Polystichum braunii
Polystichum californicum
Polystichum distans
Polystichum dudleyi
Polystichum imbricans
Polystichum kruckebergii
Polystichum lemmonii
Polystichum lonchitis
Polystichum munitum
Polystichum muricatum
Polystichum potteri
Polystichum scopulinum
Polystichum speciosissimum
Polytaenia nuttallii
Polytaenia texana
Polytrichastrum alpinum
Polytrichastrum formosum
Polytrichastrum ohioense
Polytrichastrum pallidisetum
Polytrichastrum tenellum
Polytrichum commune
Polytrichum juniperinum
Polytrichum piliferum
Polytrichum strictum
Pomaria jamesii
Pombalia glabra
Pombalia linearifolia
Pombalia prunifolia
Pombalia verticillata
Ponera striata
Pongamia pinnata
Pontederia cordata
Pontederia sagittata
Ponthieva brenesii
Ponthieva mexicana
Ponthieva racemosa
Ponthieva tuerckheimii
Populus acuminata
Populus alba
Populus angustifolia
Populus balsamifera
Populus brandegeei
Populus canescens
Populus deltoides
Populus fremontii
Populus grandidentata
Populus heterophylla
Populus hinckleyana
Populus jackii
Populus mexicana
Populus nigra
Populus primaveralepensis
Populus rouleauiana
Populus smithii
Populus tomentosa
Populus tremula
Populus tremuloides
Porella bolanderi
Porella cordaeana
Porella navicularis
Porella pinnata
Porella platyphylla
Porella platyphylloidea
Porlieria angustifolia
Porophyllum gracile
Porophyllum linaria
Porophyllum pausodynum
Porophyllum punctatum
Porophyllum pygmaeum
Porophyllum ruderale
Porophyllum scoparium
Porophyllum viridiflorum
Porothamnium bigelovii
Porphyra abbottae
Porphyra perforata
Porphyra umbilicalis
Porterella carnosula
Portulaca amilis
Portulaca californica
Portulaca grandiflora
Portulaca halimoides
Portulaca mexicana
Portulaca oleracea
Portulaca pilosa
Portulaca rubricaulis
Portulaca suffrutescens
Portulaca umbraticola
Portulacaria afra
Posoqueria latifolia
Potalia turbinata
Potamogeton alpinus
Potamogeton amplifolius
Potamogeton berchtoldii
Potamogeton bicupulatus
Potamogeton confervoides
Potamogeton crispus
Potamogeton diversifolius
Potamogeton epihydrus
Potamogeton filiformis
Potamogeton foliosus
Potamogeton gramineus
Potamogeton illinoensis
Potamogeton natans
Potamogeton nodosus
Potamogeton oakesianus
Potamogeton obtusifolius
Potamogeton perfoliatus
Potamogeton praelongus
Potamogeton pulcher
Potamogeton pusillus
Potamogeton richardsonii
Potamogeton robbinsii
Potamogeton spirillus
Potamogeton tennesseensis
Potamogeton vaseyi
Potamogeton zosteriformis
Potentilla albiflora
Potentilla anglica
Potentilla arenosa
Potentilla argentea
Potentilla biennis
Potentilla biflora
Potentilla bipinnatifida
Potentilla canadensis
Potentilla candicans
Potentilla concinna
Potentilla crinita
Potentilla diversifolia
Potentilla drummondii
Potentilla ehrenbergiana
Potentilla erecta
Potentilla flabellifolia
Potentilla furcata
Potentilla gracilis
Potentilla hippiana
Potentilla hyparctica
Potentilla inclinata
Potentilla indica
Potentilla intermedia
Potentilla johnstonii
Potentilla luteosericea
Potentilla multifida
Potentilla multisecta
Potentilla newberryi
Potentilla nivea
Potentilla norvegica
Potentilla ovina
Potentilla paradoxa
Potentilla pectinisecta
Potentilla pedersenii
Potentilla pensylvanica
Potentilla pseudosericea
Potentilla pulchella
Potentilla pulcherrima
Potentilla ranunculoides
Potentilla recta
Potentilla reptans
Potentilla richardii
Potentilla rivalis
Potentilla rubra
Potentilla rubricaulis
Potentilla simplex
Potentilla subgorodkovii
Potentilla subvahliana
Potentilla subviscosa
Potentilla supina
Potentilla thurberi
Potentilla verna
Potentilla villosa
Potentilla villosula
Potentilla vulcanicola
Potentilla wheeleri
Poteridium annuum
Poteridium occidentale
Poterium sanguisorba
Poterium verrucosum
Poulsenia armata
Pourouma bicolor
Pourouma minor
Pouteria campechiana
Pouteria glomerata
Pouteria reticulata
Pouteria sapota
Pouteria spicata
Pouteria torta
Pouzolzia obliqua
Pouzolzia occidentalis
Pouzolzia zeylanica
Prasiola crispa
Prasiola meridionalis
Praxelis clematidea
Prescottia oligantha
Prescottia stachyodes
Prestoea acuminata
Prestonia mexicana
Prestonia portobellensis
Primula acaulis
Primula angustifolia
Primula borealis
Primula capillaris
Primula cuneifolia
Primula cusickiana
Primula elatior
Primula incana
Primula japonica
Primula laurentiana
Primula mistassinica
Primula nutans
Primula parryi
Primula rusbyi
Primula specuicola
Primula suffrutescens
Primula tetrandra
Primula tschuktschorum
Primula veris
Prionitis lanceolata
Prionitis sternbergii
Prionosciadium nelsonii
Prionosciadium thapsoides
Prioria copaifera
Pristimera celastroides
Pritchardia pacifica
Priva aspera
Priva grandiflora
Priva lappulacea
Priva mexicana
Proboscidea althaeifolia
Proboscidea louisianica
Proboscidea parviflora
Proboscidea sabulosa
Prockia crucis
Prosartes hookeri
Prosartes lanuginosa
Prosartes smithii
Prosartes trachycarpa
Proserpinaca intermedia
Proserpinaca palustris
Proserpinaca pectinata
Prosopis articulata
Prosopis chilensis
Prosopis glandulosa
Prosopis juliflora
Prosopis laevigata
Prosopis pallida
Prosopis palmeri
Prosopis pubescens
Prosopis reptans
Prosopis velutina
Prostanthera cuneata
Prostanthera ovalifolia
Prosthechea baculus
Prosthechea bicamerata
Prosthechea boothiana
Prosthechea brassavolae
Prosthechea calamaria
Prosthechea chacaoensis
Prosthechea chondylobulbon
Prosthechea cochleata
Prosthechea concolor
Prosthechea fragrans
Prosthechea ghiesbreghtiana
Prosthechea greenwoodiana
Prosthechea guttata
Prosthechea hastata
Prosthechea karwinskii
Prosthechea livida
Prosthechea madrensis
Prosthechea michuacana
Prosthechea obpiribulbon
Prosthechea ochracea
Prosthechea panthera
Prosthechea pastoris
Prosthechea prismatocarpa
Prosthechea pseudopygmaea
Prosthechea pterocarpa
Prosthechea pygmaea
Prosthechea radiata
Prosthechea rhynchophora
Prosthechea semiaperta
Prosthechea squalida
Prosthechea trulla
Prosthechea varicosa
Prosthechea vitellina
Protium copal
Prunella grandiflora
Prunella laciniata
Prunella vulgaris
Prunus alabamensis
Prunus americana
Prunus andersonii
Prunus angustifolia
Prunus armeniaca
Prunus avium
Prunus campanulata
Prunus caroliniana
Prunus cerasifera
Prunus cercocarpifolia
Prunus chiapensis
Prunus cistena
Prunus depressa
Prunus domestica
Prunus dulcis
Prunus emarginata
Prunus fasciculata
Prunus fremontii
Prunus glandulosa
Prunus gracilis
Prunus havardii
Prunus ilicifolia
Prunus laurocerasus
Prunus lundelliana
Prunus lusitanica
Prunus lyonii
Prunus mahaleb
Prunus maritima
Prunus mexicana
Prunus mume
Prunus munsoniana
Prunus myrtifolia
Prunus nigra
Prunus occidentalis
Prunus padus
Prunus pensylvanica
Prunus persica
Prunus pumila
Prunus rhamnoides
Prunus rivularis
Prunus salasii
Prunus sargentii
Prunus serotina
Prunus serrulata
Prunus spachiana
Prunus spinosa
Prunus subcordata
Prunus subhirtella
Prunus susquehanae
Prunus tenella
Prunus tetradenia
Prunus tomentosa
Prunus triloba
Prunus tuberculata
Prunus umbellata
Prunus zingii
Psacalium amplifolium
Psacalium amplum
Psacalium cirsiifolium
Psacalium decompositum
Psacalium palmeri
Psacalium paucicapitatum
Psacalium peltatum
Psacalium peltigerum
Psacalium platylepis
Psacalium sinuatum
Psacalium tabulare
Psammisia ramiflora
Psammophiliella muralis
Psathyrostachys juncea
Psathyrotes annua
Psathyrotes pilifera
Psathyrotes ramosissima
Psathyrotopsis purpusii
Psathyrotopsis scaposa
Psephellus dealbatus
Pseudabutilon orientale
Pseudabutilon paniculatum
Pseudalcantarea grandis
Pseudalcantarea viridiflora
Pseudelephantopus spicatus
Pseudelephantopus spiralis
Pseuderanthemum alatum
Pseuderanthemum carruthersii
Pseuderanthemum cuspidatum
Pseuderanthemum laxiflorum
Pseuderanthemum praecox
Pseuderanthemum verapazense
Pseudobahia heermannii
Pseudobombax ellipticum
Pseudobombax palmeri
Pseudobombax septenatum
Pseudobraunia californica
Pseudobryopsis oahuensis
Pseudocarpidium avicennioides
Pseudocherleria macrocarpa
Pseudoclappia arenaria
Pseudoconyza viscosa
Pseudofumaria lutea
Pseudognaphalium beneolens
Pseudognaphalium biolettii
Pseudognaphalium californicum
Pseudognaphalium canescens
Pseudognaphalium chartaceum
Pseudognaphalium helleri
Pseudognaphalium inornatum
Pseudognaphalium leucocephalum
Pseudognaphalium macounii
Pseudognaphalium microcephalum
Pseudognaphalium obtusifolium
Pseudognaphalium ramosissimum
Pseudognaphalium roseum
Pseudognaphalium stramineum
Pseudognaphalium thermale
Pseudognaphalium viscosum
Pseudogynoxys chenopodioides
Pseudogynoxys haenkei
Pseudolarix amabilis
Pseudoleskea atricha
Pseudolmedia spuria
Pseudolycopodiella caroliniana
Pseudolycopodiella meridionalis
Pseudomuscari azureum
Pseudopediastrum boryanum
Pseudophoenix sargentii
Pseudorhipsalis ramulosa
Pseudorontium cyathiferum
Pseudosasa japonica
Pseudoscleropodium purum
Pseudosmodingium andrieuxii
Pseudosmodingium perniciosum
Pseudosmodingium virletii
Pseudostellaria jamesiana
Pseudotaxiphyllum elegans
Pseudotrillium rivale
Pseudotsuga macrocarpa
Pseudotsuga menziesii
Pseudoziziphus parryi
Psidium cattleyanum
Psidium friedrichsthalianum
Psidium guajava
Psidium guineense
Psidium sartorianum
Psiguria warscewiczii
Psilocarphus brevissimus
Psilocarphus chilensis
Psilocarphus elatior
Psilocarphus oregonus
Psilocarphus tenellus
Psilochilus macrophyllus
Psilostrophe cooperi
Psilostrophe gnaphalodes
Psilostrophe sparsiflora
Psilostrophe tagetina
Psilostrophe villosa
Psilotum nudum
Psittacanthus angustifolius
Psittacanthus calyculatus
Psittacanthus mayanus
Psittacanthus palmeri
Psittacanthus ramiflorus
Psittacanthus schiedeanus
Psittacanthus sonorae
Psoralea argophylla
Psoralea canescens
Psoralea castorea
Psoralea cuspidata
Psoralea cyphocalyx
Psoralea digitata
Psoralea esculenta
Psoralea hypogaea
Psoralea lanceolata
Psoralea latestipulata
Psoralea linearifolia
Psoralea lupinella
Psoralea onobrychis
Psoralea pinnata
Psoralea rhombifolia
Psoralea scaposa
Psoralea simplex
Psoralea subulata
Psoralea tenuiflora
Psorothamnus arborescens
Psorothamnus emoryi
Psorothamnus fremontii
Psorothamnus kingii
Psorothamnus polydenius
Psorothamnus schottii
Psorothamnus scoparius
Psorothamnus spinosus
Psychilis dodii
Psychilis macconnelliae
Psychopterys multiflora
Psychopterys ornata
Psychotria asiatica
Psychotria carthagenensis
Psychotria correae
Psychotria costivenia
Psychotria cyanococca
Psychotria erythrocarpa
Psychotria flava
Psychotria guapilensis
Psychotria ligustrifolia
Psychotria limonensis
Psychotria marginata
Psychotria mexiae
Psychotria nervosa
Psychotria panamensis
Psychotria pilosa
Psychotria punctata
Psychotria suerrensis
Psychotria tenuifolia
Psychotria trichotoma
Psychotria urbaniana
Psychotria valeriana
Psydrax odorata
Ptelea aptera
Ptelea crenulata
Ptelea trifoliata
Pteridium aquilinum
Pteridium caudatum
Pteridium esculentum
Pteridium feei
Pteridium latiusculum
Pteris altissima
Pteris bahamensis
Pteris biaurita
Pteris cretica
Pteris ensiformis
Pteris grandifolia
Pteris longifolia
Pteris multifida
Pteris orizabae
Pteris podophylla
Pteris pulchra
Pteris quadriaurita
Pteris tripartita
Pteris vittata
Pterocarpus acapulcensis
Pterocarpus officinalis
Pterocarpus rohrii
Pterocarya pterocarpa
Pterocaulon pycnostachyum
Pterocaulon virgatum
Pterocladiella capillacea
Pteroglossa roseoalba
Pterolepis glomerata
Pterospora andromedea
Pterostegia drymarioides
Pterostemon mexicanus
Pterothamnion pectinatum
Pterygoneurum ovatum
Pteryxia hendersonii
Pteryxia petraea
Pteryxia terebinthina
Ptilagrostis kingii
Ptilidium ciliare
Ptilidium pulcherrimum
Ptilimnium capillaceum
Ptilimnium costatum
Ptilimnium nuttallii
Ptilium crista-castrensis
Ptilota serrata
Ptychomitrium gardneri
Ptychomitrium incurvum
Ptychosperma elegans
Ptychosperma macarthurii
Puccinellia distans
Puccinellia nutkaensis
Puccinellia phryganodes
Puccinellia stricta
Pueraria montana
Pueraria phaseoloides
Pulicaria paludosa
Pulmonaria mollis
Pulmonaria officinalis
Pulmonaria saccharata
Pulsatilla occidentalis
Pulsatilla patens
Pulsatilla pratensis
Punica granatum
Purdiaea belizensis
Purshia ericifolia
Purshia glandulosa
Purshia mexicana
Purshia plicata
Purshia stansburiana
Purshia tridentata
Puschkinia scilloides
Puya dasylirioides
Pycnanthemum albescens
Pycnanthemum californicum
Pycnanthemum curvipes
Pycnanthemum flexuosum
Pycnanthemum floridanum
Pycnanthemum incanum
Pycnanthemum loomisii
Pycnanthemum montanum
Pycnanthemum muticum
Pycnanthemum nudum
Pycnanthemum pycnanthemoides
Pycnanthemum tenuifolium
Pycnanthemum verticillatum
Pycnanthemum virginianum
Pylaisia polyantha
Pylaisia selwynii
Pyracantha angustifolia
Pyracantha coccinea
Pyracantha crenulata
Pyracantha fortuneana
Pyracantha koidzumii
Pyrola americana
Pyrola angustifolia
Pyrola asarifolia
Pyrola chlorantha
Pyrola crypta
Pyrola elliptica
Pyrola grandiflora
Pyrola minor
Pyrola picta
Pyropia fucicola
Pyropia lanceolata
Pyropia nereocystis
Pyropia perforata
Pyrostegia venusta
Pyrrhobryum spiniforme
Pyrrhopappus carolinianus
Pyrrhopappus grandiflorus
Pyrrhopappus pauciflorus
Pyrrocoma apargioides
Pyrrocoma clementis
Pyrrocoma crocea
Pyrrocoma lanceolata
Pyrrocoma liatriformis
Pyrrocoma racemosa
Pyrularia pubera
Pyrus calleryana
Pyrus communis
Pyrus pyrifolia
Pyxidanthera barbulata
Pyxidanthera brevifolia
Quadrella cynophallophora
Quadrella incana
Quadrella indica
Quadrella isthmensis
Quadrella odoratissima
Quadrella pringlei
Quararibea asterolepis
Quassia amara
Quercus acutidens
Quercus acutifolia
Quercus acutissima
Quercus affinis
Quercus agrifolia
Quercus ajoensis
Quercus alba
Quercus albocincta
Quercus alvordiana
Quercus aristata
Quercus arizonica
Quercus ashei
Quercus austrina
Quercus bebbiana
Quercus berberidifolia
Quercus bicolor
Quercus buckleyi
Quercus bushii
Quercus caesariensis
Quercus canbyi
Quercus candicans
Quercus castanea
Quercus cerris
Quercus chapmanii
Quercus chihuahuensis
Quercus chrysolepis
Quercus coccinea
Quercus comptoniae
Quercus conzattii
Quercus cornelius-mulleri
Quercus cortesii
Quercus crassifolia
Quercus crassipes
Quercus crispifolia
Quercus crispipilis
Quercus deamii
Quercus dentata
Quercus depressipes
Quercus deserticola
Quercus douglasii
Quercus drummondii
Quercus durata
Quercus durifolia
Quercus eduardi
Quercus ellipsoidalis
Quercus elliptica
Quercus emoryi
Quercus engelmannii
Quercus eplingii
Quercus falcata
Quercus flocculenta
Quercus fulva
Quercus fusiformis
Quercus gambelii
Quercus ganderi
Quercus garryana
Quercus geminata
Quercus gentryi
Quercus glauca
Quercus glaucescens
Quercus glaucoides
Quercus grahamii
Quercus gravesii
Quercus greggii
Quercus grisea
Quercus havardii
Quercus hemisphaerica
Quercus heterophylla
Quercus hirtifolia
Quercus hypoleucoides
Quercus ilex
Quercus ilicifolia
Quercus imbricaria
Quercus incana
Quercus inopina
Quercus insignis
Quercus intricata
Quercus invaginata
Quercus jackiana
Quercus john-tuckeri
Quercus jonesii
Quercus kelloggii
Quercus laceyi
Quercus laeta
Quercus laevis
Quercus lancifolia
Quercus laurifolia
Quercus laurina
Quercus laxa
Quercus liebmannii
Quercus lobata
Quercus lyrata
Quercus macrocarpa
Quercus magnoliifolia
Quercus margarettae
Quercus marilandica
Quercus martinezii
Quercus mcvaughii
Quercus mexicana
Quercus michauxii
Quercus microphylla
Quercus minima
Quercus mohriana
Quercus montana
Quercus morehus
Quercus muehlenbergii
Quercus munzii
Quercus myrtifolia
Quercus nigra
Quercus oblongifolia
Quercus obtusata
Quercus ocoteifolia
Quercus oleoides
Quercus pagoda
Quercus palmeri
Quercus palustris
Quercus parvula
Quercus peduncularis
Quercus peninsularis
Quercus phellos
Quercus polymorpha
Quercus potosina
Quercus praineana
Quercus pringlei
Quercus prinoides
Quercus pumila
Quercus pungens
Quercus radiata
Quercus resinosa
Quercus robur
Quercus robusta
Quercus rubra
Quercus rugosa
Quercus runcinata
Quercus runcinatifolia
Quercus rysophylla
Quercus sadleriana
Quercus salicifolia
Quercus saltillensis
Quercus sapotifolia
Quercus saulii
Quercus schuettei
Quercus scytophylla
Quercus sebifera
Quercus seemannii
Quercus segoviensis
Quercus shumardii
Quercus sideroxyla
Quercus similis
Quercus sinuata
Quercus splendens
Quercus stellata
Quercus striatula
Quercus suber
Quercus tarahumara
Quercus texana
Quercus tomentella
Quercus toumeyi
Quercus tuberculata
Quercus turbinella
Quercus undulata
Quercus urbani
Quercus vacciniifolia
Quercus vaseyana
Quercus velutina
Quercus viminea
Quercus virginiana
Quercus walteriana
Quercus welshii
Quercus wislizeni
Quercus xalapensis
Quincula lobata
Rachicallis americana
Racinaea rothschuhiana
Racomitrium aciculare
Racomitrium affine
Racomitrium elongatum
Racomitrium ericoides
Racomitrium heterostichum
Racomitrium lanuginosum
Racomitrium muticum
Radiola linoides
Radula bolanderi
Radula complanata
Rafinesquia californica
Rafinesquia neomexicana
Raillardella argentea
Raillardella scaposa
Rainiera stricta
Ramirezella penduliflora
Randia aculeata
Randia armata
Randia capitata
Randia chiapensis
Randia cookii
Randia echinocarpa
Randia grandifolia
Randia longiloba
Randia monantha
Randia obcordata
Randia pringlei
Randia spinifex
Randia tetracantha
Randia thurberi
Ranunculus abortivus
Ranunculus acris
Ranunculus adoneus
Ranunculus alismifolius
Ranunculus allegheniensis
Ranunculus andersonii
Ranunculus aquatilis
Ranunculus arizonicus
Ranunculus arvensis
Ranunculus austrooreganus
Ranunculus bonariensis
Ranunculus bulbosus
Ranunculus californicus
Ranunculus canus
Ranunculus cardiophyllus
Ranunculus cooleyae
Ranunculus eschscholtzii
Ranunculus fascicularis
Ranunculus flabellaris
Ranunculus flammula
Ranunculus forreri
Ranunculus glaberrimus
Ranunculus gmelinii
Ranunculus harveyi
Ranunculus hebecarpus
Ranunculus hispidus
Ranunculus hydrocharoides
Ranunculus hyperboreus
Ranunculus hystriculus
Ranunculus inamoenus
Ranunculus jovis
Ranunculus karelinii
Ranunculus lapponicus
Ranunculus laxicaulis
Ranunculus lingua
Ranunculus longirostris
Ranunculus macauleyi
Ranunculus macounii
Ranunculus macranthus
Ranunculus marginatus
Ranunculus micranthus
Ranunculus montanus
Ranunculus muricatus
Ranunculus nivalis
Ranunculus occidentalis
Ranunculus orthorhynchus
Ranunculus pallasii
Ranunculus parviflorus
Ranunculus pedatifidus
Ranunculus pensylvanicus
Ranunculus petiolaris
Ranunculus pilosus
Ranunculus platensis
Ranunculus polyanthemos
Ranunculus pusillus
Ranunculus pygmaeus
Ranunculus ranunculinus
Ranunculus recurvatus
Ranunculus repens
Ranunculus reptans
Ranunculus rhomboideus
Ranunculus sabinei
Ranunculus sardous
Ranunculus sceleratus
Ranunculus sierrae-orientalis
Ranunculus sulphureus
Ranunculus trichophyllus
Ranunculus trilobus
Ranunculus uncinatus
Raphanus raphanistrum
Raphanus sativus
Raphia taedigera
Rapistrum rugosum
Ratibida coahuilensis
Ratibida columnifera
Ratibida mexicana
Ratibida peduncularis
Ratibida pinnata
Ratibida tagetes
Rauvolfia sumatrana
Rauvolfia tetraphylla
Rauvolfia viridis
Ravenala madagascariensis
Rayjacksonia annua
Rayjacksonia aurea
Rayjacksonia phyllocephala
Razisea spicata
Reboulia hemisphaerica
Recchia mexicana
Rehdera trinervis
Reinhardtia gracilis
Reinhardtia latisecta
Renealmia alpinia
Renealmia cernua
Renealmia jamaicensis
Renealmia mexicana
Renealmia pyramidalis
Reseda lutea
Reseda luteola
Restrepia muscifera
Restrepia trichoglossa
Restrepiella ophiocephala
Reynosia septentrionalis
Reynoutria bohemica
Reynoutria japonica
Reynoutria sachalinensis
Rhabdadenia biflora
Rhagadiolus stellatus
Rhamnus alaternus
Rhamnus cathartica
Rhamnus crocea
Rhamnus davurica
Rhamnus rosei
Rhaphiolepis indica
Rhapidophyllum hystrix
Rhapis excelsa
Rheum rhabarbarum
Rhexia alifanus
Rhexia cubensis
Rhexia lutea
Rhexia mariana
Rhexia nashii
Rhexia nuttallii
Rhexia petiolata
Rhexia salicifolia
Rhexia virginica
Rhinanthus groenlandicus
Rhinanthus minor
Rhinanthus serotinus
Rhinotropis acanthoclada
Rhinotropis californica
Rhinotropis cornuta
Rhinotropis intermontana
Rhinotropis lindheimeri
Rhinotropis nitida
Rhinotropis parryi
Rhinotropis rusbyi
Rhinotropis subspinosa
Rhipidocladum bartlettii
Rhipidocladum pittieri
Rhipidocladum racemiflorum
Rhipocephalus phoenix
Rhipsalis baccifera
Rhizomnium appalachianum
Rhizomnium glabrescens
Rhizomnium magnifolium
Rhizomnium nudum
Rhizomnium punctatum
Rhizophora mangle
Rhizophora racemosa
Rhodanthe rubella
Rhodiola integrifolia
Rhodiola pachyclada
Rhodiola rhodantha
Rhodiola rosea
Rhodobryum ontariense
Rhodochorton purpureum
Rhododendron alabamense
Rhododendron albiflorum
Rhododendron arborescens
Rhododendron atlanticum
Rhododendron austrinum
Rhododendron calendulaceum
Rhododendron camtschaticum
Rhododendron canadense
Rhododendron canescens
Rhododendron carolinianum
Rhododendron catawbiense
Rhododendron columbianum
Rhododendron cumberlandense
Rhododendron eastmanii
Rhododendron flammeum
Rhododendron groenlandicum
Rhododendron indicum
Rhododendron lapponicum
Rhododendron macrophyllum
Rhododendron maximum
Rhododendron menziesii
Rhododendron minus
Rhododendron mucronatum
Rhododendron mucronulatum
Rhododendron oblongifolium
Rhododendron occidentale
Rhododendron periclymenoides
Rhododendron pilosum
Rhododendron ponticum
Rhododendron prinophyllum
Rhododendron prunifolium
Rhododendron pulchrum
Rhododendron schlippenbachii
Rhododendron simsii
Rhododendron tomentosum
Rhododendron viscosum
Rhododon ciliatus
Rhodomela confervoides
Rhodomyrtus tomentosa
Rhodophiala bifida
Rhodoptilum plumosum
Rhodosciadium diffusum
Rhodospatha wendlandii
Rhodotypos scandens
Rhodymenia californica
